Dt: 0.01, Order: 4, Knots: 23325, MinTime: 1645021150.498826, MaxTime: 1645021383.718826, OtrItr: 0
0,1645021150.498826,81.45818894674291,-18.300452570778,3.307974922606895,-0.6361420984135677,-0.244501657801071,0.2491238725086131,0.688098442161311
1,1645021150.508826,81.45749830843117,-18.30062517592443,3.307882033569622,0.931986849106615,0.3616610039666406,0.02265128009888996,-0.009420764939584879
2,1645021150.518826,81.45680062456611,-18.30079533518717,3.307767488955449,0.9319985109480938,0.3616339823446666,0.02261903194359345,-0.00938178010870297
3,1645021150.528826,81.45609584647417,-18.30096393162507,3.307654393067701,0.9320127465962308,0.3615981876067184,0.02262727399854789,-0.009327238234411894
4,1645021150.538826,81.45538517329966,-18.30113474012084,3.307539834002069,0.9320132785636429,0.3615981831438171,0.02262157672858557,-0.009287991949432126
5,1645021150.548826,81.454669037274,-18.301304062942,3.307423589474202,0.9320153592247222,0.3615934534447583,0.02261786187824126,-0.009272373976622641
6,1645021150.558825,81.45395315900596,-18.3014757074025,3.307308324101453,0.932013223343931,0.3616000474367324,0.02260894845779078,-0.00925162988028734
7,1645021150.568825,81.45324037488011,-18.30165014987079,3.307192277298566,0.9320149146111159,0.3615951350146307,0.02262109438501474,-0.009243558027612992
8,1645021150.578825,81.45253239513434,-18.30182718975261,3.307077761678911,0.9320125249042284,0.3616007364166636,0.02263684873371115,-0.009226804646194804
9,1645021150.588825,81.454979453264,-18.30346605293492,3.306180752656617,0.932073596750376,0.3614376979416933,0.02268640586742057,-0.009323504504500762
10,1645021150.598825,81.45428873243895,-18.30358730368754,3.306195508924697,0.9321014505603916,0.3613670434605376,0.02270405805762471,-0.009234257496949084
11,1645021150.608825,81.45360961777862,-18.3037184900741,3.306209110020069,0.9320859456004454,0.3614042166665495,0.02264541574203495,-0.009485111260912603
12,1645021150.618825,81.45294523737917,-18.3038605967906,3.306217098253304,0.9320699341546578,0.361445262247126,0.02265532281890921,-0.009470828475340864
13,1645021150.628826,81.45228594257887,-18.30400510088567,3.306226239588469,0.9320646101720945,0.3614491761846539,0.02280880132508973,-0.009477029191100467
14,1645021150.638826,81.45163696478643,-18.30415776956144,3.306233923899315,0.9320391596494702,0.3615090093267345,0.02286615458685588,-0.009559290241577756
15,1645021150.648826,81.45099835076472,-18.30431629834391,3.306248086096096,0.9320450412700675,0.3614858178290236,0.0229103171913362,-0.009755097055000331
16,1645021150.658826,81.45036387944558,-18.30447373417049,3.306257174397723,0.9320554695566622,0.3614743464387011,0.02273601679225217,-0.009590207330732041
17,1645021150.668826,81.44973812066335,-18.3046364525105,3.30626870746798,0.9319669314712652,0.361706534210885,0.02269672452066155,-0.009533123791156015
18,1645021150.678826,81.44911799983382,-18.30480041720637,3.306276705307877,0.9319111400766893,0.3618572247789603,0.02262848421695978,-0.009430142007267458
