num,t,x,y,z,qx,qy,qz,qw
1,1645007741.574359,40.57070783101223,15.891938719393071,6.561704101193411,-0.9048301239500748,-0.39919911318116186,0.06145813440971941,0.13470490912636837
2,1645007741.584358,40.57038355049878,15.891977633304379,6.561638512880691,-0.9147069690812375,-0.403847922949263,0.007573774551538171,0.012674927330157605
3,1645007741.594358,40.57005569307899,15.892004388602393,6.561570329744153,0.9147403014064626,0.40377260859848296,-0.007562176450403925,-0.0126757648969761
4,1645007741.604358,40.56972418756774,15.892023401758026,6.561499672547514,0.9147709161197325,0.4037031600086738,-0.007551433953314816,-0.012684851821186999
5,1645007741.614358,40.56939227486356,15.892038527110909,6.56142662499751,0.9147899617046893,0.4036596688512661,-0.007545086620903798,-0.01269918797020784
6,1645007741.624358,40.569061289482775,15.892054659689158,6.561352488928676,0.9147937470852803,0.4036510752155338,-0.007537772673576693,-0.012704005436766662
7,1645007741.634358,40.5687349592719,15.8920733999915,6.561279138698932,0.914801850063729,0.40363261078707885,-0.00752870527810552,-0.01271256174108245
8,1645007741.644358,40.56776713559107,15.890890976759138,6.561088387756569,0.9150211951960798,0.4031346971253413,-0.007492098913842352,-0.01274742207122879
9,1645007741.654358,40.564874401882584,15.886146031073007,6.560547373045685,0.9156643570727938,0.40167229481592687,-0.007371697408109876,-0.01279886092969499
10,1645007741.664358,40.56395364522542,15.885232703047581,6.560372281958383,0.9150671974831605,0.4030335043278661,-0.007388730676743099,-0.012705319299464312
11,1645007741.674358,40.563688629892084,15.885585399441467,6.560315534218105,0.9148784982511821,0.40346177400361793,-0.007403644189347847,-0.012693163838585198
12,1645007741.684358,40.56342376430634,15.885946531976092,6.560253602639451,0.9148798777844551,0.4034580439148975,-0.007412226759606628,-0.012707278226644211
13,1645007741.6943579,40.563159335943396,15.886315139037034,6.560194154839324,0.9148747599447293,0.40346878236730743,-0.007425156087478891,-0.01272722782826922
14,1645007741.7043579,40.562896619943324,15.886691640583102,6.560136150827335,0.9148781893203498,0.4034606944181365,-0.007439918645347356,-0.012728486795520725
15,1645007741.7143579,40.56263500417641,15.887073369181634,6.560079509059194,0.9149077259923455,0.403393637095348,-0.007449525797589224,-0.012725212607000066
16,1645007741.7243578,40.56236862224214,15.887457745775015,6.560022795484527,0.9149455108138763,0.40330741690062105,-0.007440028443135046,-0.01274698753624431
17,1645007741.7343578,40.56209552368313,15.887841025141835,6.559965976146007,0.9149308025675468,0.4033404516799504,-0.007421706017380401,-0.01276811777475298
18,1645007741.7443578,40.56177234789726,15.887972690003174,6.560074320193888,0.9145295188304613,0.4042696585646362,-0.004826235750035164,-0.013360755975718532
19,1645007741.7543578,40.55997967817757,15.886588774306285,6.559619641444453,0.9132552632945975,0.40709604484154027,0.002945140001925257,-0.0151314404290965
