num,t,x,y,z,qx,qy,qz,qw
1,1644764633.060505,55.96180777813899,112.6974958239231,7.748156725154419,-0.9404110061333714,0.30881889714445043,-0.07084770004942319,0.12344485289963474
2,1644764633.070504,55.96175829641091,112.69738231299075,7.7481750172501105,-0.9498661417307555,0.31126141324472667,-0.029111578844851587,-0.004812628760264209
3,1644764633.080504,55.961699355089515,112.6972639441478,7.748190201167304,0.9498776342857355,-0.31122354638934463,0.029138040079090394,0.00483308151426313
4,1644764633.090504,55.96164567163757,112.6971272799475,7.748202643954615,0.9499067207318145,-0.3111336007257357,0.029148883040055786,0.004842212870827059
5,1644764633.100504,55.96160286273946,112.69695705216091,7.748213156479299,0.9499399603290782,-0.31103157280646604,0.029160245495328297,0.004807553450307405
6,1644764633.110504,55.961575121417674,112.69674942683037,7.748220443890416,0.9499511581707688,-0.3109997551929158,0.02914131936249859,0.0047678995138928796
7,1644764633.120504,55.961576656292166,112.69650622090786,7.7482263733724,0.9499574727209174,-0.3109856108776216,0.029091235044209907,0.00473813173757497
8,1644764633.130504,55.96161193041743,112.69622157177047,7.748232603555412,0.9499717084469014,-0.31094983670973975,0.0290157076654291,0.004694774684285595
9,1644764633.140504,55.960747631254854,112.69525387029107,7.748705815933887,0.9499859265045536,-0.31090777814476317,0.029006627030399343,0.004659240355568349
10,1644764633.1505039,55.957085370287466,112.69246453217474,7.750550310657279,0.9500289071127744,-0.31075591411451625,0.02922757844586882,0.004646089877463818
11,1644764633.1605039,55.95606016084501,112.692140301193,7.75086440479659,0.9500407954586207,-0.3107329874216526,0.029078059139626116,0.004686573272511972
12,1644764633.1705039,55.955918804307075,112.69257163999725,7.750683599729254,0.9500287145710441,-0.3107830372547244,0.028948289383671756,0.004619717196716591
13,1644764633.1805038,55.95576217897917,112.69300291334488,7.750501645279126,0.9499945056008531,-0.3108992875024895,0.028833215622745843,0.004551706876259143
14,1644764633.1905038,55.95557979106737,112.69346167666883,7.750326023331566,0.9499556283822156,-0.3110272099420781,0.02874114566858922,0.004508361814835538
15,1644764633.2005038,55.95536925045434,112.69395431889863,7.750158040532785,0.9499305107145671,-0.31111066851697133,0.02868025782355831,0.004429397211699253
16,1644764633.2105038,55.95512948116661,112.69446476942328,7.74999108866376,0.9499226141535569,-0.3111382284299123,0.028657069102446954,0.004336164160420522
17,1644764633.2205038,55.95486198905796,112.69500249529781,7.749826528716431,0.9499061789893333,-0.3111937658766129,0.02861110210589517,0.00425394331212242
18,1644764633.2305038,55.9545725599534,112.69558226666707,7.74966739576116,0.949919699458809,-0.3111507593333435,0.028627337945669955,0.00427142464687761
19,1644764633.2405038,55.95507866203938,112.69646797720148,7.749525633955411,0.9499554908325163,-0.3110282160128031,0.02875812107330844,0.00435714968518178
20,1644764633.2505038,55.95800156453738,112.698033202066,7.7494248873274305,0.9499628694248595,-0.3109759302893315,0.029067302822885225,0.004428250373987025
21,1644764633.2605038,55.95846432836326,112.69812603717789,7.74928228821511,0.9499704075830095,-0.3109459976732509,0.029134566212977674,0.004470827567608685
22,1644764633.2705038,55.95812401623705,112.69778773592569,7.749125150762747,0.9499810260880629,-0.3109118658376341,0.02914877455062326,0.004495630793241752
23,1644764633.2805037,55.95780923323809,112.69744430222677,7.748960957629169,0.9499761813293511,-0.31092689860437606,0.029142514962776447,0.004520227075309263
24,1644764633.2905037,55.9575275880473,112.69709148668056,7.748791400390836,0.9499602712465567,-0.3109784390494323,0.029108298158461183,0.004538774930000123
25,1644764633.3005037,55.957281203453306,112.69672687462938,7.748619424647073,0.9499495492461583,-0.31101644647647536,0.02904310271686639,0.004595877799091158
26,1644764633.3105037,55.95706964914266,112.69635137230868,7.748446497076417,0.9499142823273691,-0.31112919547301077,0.028981494960871268,0.0046425105955026705
27,1644764633.3205037,55.95688272599864,112.69596637651594,7.748274860134133,0.9498720693543573,-0.31125917020627025,0.028962876420322047,0.004683226712037456
28,1644764633.3305037,55.95671222057332,112.69557443420624,7.748102887655438,0.9498367057690917,-0.3113710710016924,0.028917517795371557,0.00469741221667831
29,1644764633.3405037,55.95749829335328,112.69376820592586,7.746708884456834,0.9498327033836332,-0.31137529603190345,0.028986371389552394,0.004801132954902481
30,1644764633.3505037,55.961103294909044,112.68783754658728,7.7417169426371375,0.9499112052672188,-0.3110884851299066,0.029462936593293475,0.004959021542535166
31,1644764633.3605037,55.961660558388886,112.68648494987984,7.740678584795933,0.9499571741565421,-0.3109308487847409,0.02963295249318523,0.005026198270481323
32,1644764633.3705037,55.96119760173171,112.68663228080003,7.7409280610385105,0.9499749475837596,-0.3108813752700134,0.02957983610027678,0.005040116044225644
33,1644764633.3805037,55.960702877962845,112.68678450331007,7.741179557515365,0.9499989043289535,-0.3108121466226981,0.02953726949154691,0.005043906874855226
34,1644764633.3905036,55.96017765851725,112.6869457327681,7.741433232673213,0.9500016890620293,-0.31080741185281574,0.02949977675639494,0.0050305753119013405
35,1644764633.4005036,55.959618534166246,112.68710956247497,7.741692375227814,0.949987471039323,-0.3108528116546045,0.029486313737780594,0.004989153925830737
36,1644764633.4105036,55.95902991028905,112.68726708355629,7.741956688287183,0.949996823605361,-0.3108372068979611,0.02934986672358438,0.0049851049042771885
37,1644764633.4205036,55.95841915227605,112.68740997687173,7.742221854821519,0.9499770795104754,-0.31090231033877064,0.029296954687189646,0.004999027587375654
38,1644764633.4305036,55.95779220741317,112.68753875316477,7.742488373445681,0.9499566185428725,-0.3109668769039362,0.02926446730832591,0.0050611568206935
39,1644764633.4405036,55.956611037592914,112.68715246489204,7.74312704360719,0.9499316447741081,-0.31104303777386433,0.029248200500838293,0.00516155757760932
40,1644764633.4505036,55.95393548349749,112.68529682950566,7.744872132393924,0.9499467004295772,-0.3109984605866709,0.029242182281148603,0.00511063901252016
41,1644764633.4605036,55.95346509408036,112.68507430869059,7.745426820806138,0.949934429789749,-0.31103505135741094,0.029260082824336682,0.0050619640684575066
42,1644764633.4705036,55.95369463121993,112.68536917924882,7.745591471385833,0.9499233323988833,-0.31107146810662917,0.02923966135348934,0.00502458934842388
43,1644764633.4805036,55.95394393085966,112.68564865414939,7.745754487070309,0.9499178010172267,-0.31109266143256475,0.029201864603848642,0.0049777923880689485
44,1644764633.4905035,55.95421356223416,112.6859179533113,7.745919918435135,0.9499352859758147,-0.31104462939569716,0.02915436187471931,0.0049207891459136675
45,1644764633.5005035,55.9545049857722,112.68618197716599,7.746082465725836,0.9499389845832829,-0.31104199463952736,0.029072604559394963,0.004856624720820422
46,1644764633.5105035,55.95481237953399,112.68645045003143,7.746243328442391,0.9499696407941797,-0.3109611690400089,0.028943607362919826,0.004806299144802987
47,1644764633.5205035,55.955122221309324,112.6867302564878,7.746406575943267,0.9500130946953488,-0.3108325604040641,0.02890457886439969,0.004771228425873811
48,1644764633.5305035,55.955422212633565,112.68702803953452,7.7465726165424105,0.9500346471012588,-0.31076878907284994,0.028887367076944018,0.004738044822816838
49,1644764633.5405035,55.95719010548592,112.68936230144838,7.7470966662243015,0.9500201574258795,-0.31080776736297094,0.028949412425131354,0.004707839376210662
50,1644764633.5505035,55.9632733267487,112.69763819395646,7.748681700331858,0.9499760637814654,-0.31092986279257895,0.029102534079222142,0.00459795348270626
51,1644764633.5605035,55.96444384026745,112.69939555661811,7.749160733022602,0.949958502169593,-0.3109844759767934,0.029103159304440435,0.004528352420372003
52,1644764633.5705035,55.96400065901637,112.69903043920992,7.749273030868973,0.9499428702738123,-0.3110345066275102,0.029077818376318874,0.00453424540647041
53,1644764633.5805035,55.96354140447056,112.6986853267184,7.749388432128762,0.9499268520306345,-0.31108466302495363,0.029062279133129965,0.004548862869791002
54,1644764633.5905035,55.96307208878859,112.69835871591931,7.749503689039215,0.9499072036698856,-0.3111463525222535,0.0290370526974367,0.004593615003729954
55,1644764633.6005034,55.962594714988725,112.69804668411712,7.749622498946965,0.9498680885010633,-0.3112698201689209,0.028981934372248035,0.0046648664918518485
56,1644764633.6105034,55.96211391696748,112.6977415239884,7.749743945592991,0.9498172933156802,-0.311424099248894,0.028982768968104863,0.004705191646652042
57,1644764633.6205034,55.96163815038571,112.69743823342378,7.749865316193647,0.9497659290053957,-0.31158021229591176,0.028983196110492094,0.00473558331921161
58,1644764633.6305034,55.961170267342276,112.69713333705094,7.7499875874135995,0.94975947434605,-0.3116014464476328,0.028962543598417524,0.004759257291612558
59,1644764633.6405034,55.960361480662684,112.69841920348355,7.750563113198401,0.9497955561393011,-0.31149351368556233,0.028937905889100154,0.0047738949100173235
60,1644764633.6505034,55.95857290854725,112.7045154821494,7.752471079934107,0.9499162214044384,-0.31113054199028595,0.028898962008873336,0.004669919523356088
61,1644764633.6605034,55.958080314218606,112.70593696395007,7.752889712722842,0.9499568350581161,-0.3110100703985961,0.028861809210114355,0.004663003983093187
62,1644764633.6705034,55.95800058483449,112.705778220297,7.752823153202295,0.9499642876345077,-0.31099085965532547,0.028819584626340124,0.004687106982927287
63,1644764633.6805034,55.95791900501311,112.70560041068572,7.752756722281591,0.949958081022483,-0.31101413977094494,0.028769101843271184,0.0047104078116749345
64,1644764633.6905034,55.9578381672151,112.70540659364718,7.752690676080922,0.9499545917369833,-0.31103138597837193,0.02868992197209661,0.004758040713299783
65,1644764633.7005033,55.957750008082634,112.70518822559424,7.752623275088658,0.9499389526212731,-0.31108799336108606,0.02857916823459641,0.004845391871681196
66,1644764633.7105033,55.9576484863872,112.7049489986192,7.752556025600908,0.949936145745926,-0.3110971014058258,0.028569622420745063,0.004867152864282226
67,1644764633.7205033,55.95753176142186,112.70468941694293,7.752491036983884,0.949957731546734,-0.3110295586696302,0.02858226345915856,0.004896542035911386
68,1644764633.7305033,55.95739943871168,112.70441196297966,7.752429366293224,0.9499532050313012,-0.3110430129363833,0.02859167101790413,0.004865049087062756
69,1644764633.7405033,55.957422861184014,112.70320276749263,7.751808348181957,0.9499395735804688,-0.3110747334028459,0.028707350879621975,0.004817134997063783
70,1644764633.7505033,55.95801014372702,112.69928293380664,7.749518160876441,0.9499644687713567,-0.3109673747894274,0.029054106322342763,0.004760125453823984
71,1644764633.7605033,55.95831124068043,112.69833079700837,7.748983063677022,0.9499744435349811,-0.31093411197286,0.029093476163078887,0.004701519626717397
72,1644764633.7705033,55.95848611860416,112.69836242062537,7.749032953451103,0.9499802009829911,-0.31091755580138725,0.029088540003764148,0.004663483167839351
73,1644764633.7805033,55.95864891876395,112.69840314501161,7.74908303555673,0.9499765117207203,-0.3109289399409975,0.029092262087716644,0.004632685260134657
74,1644764633.7905033,55.95880686350263,112.6984487411404,7.7491326251221215,0.9499614792403849,-0.3109774383882266,0.029069485175062307,0.004602803990336754
75,1644764633.8005033,55.958966800987,112.69850296427639,7.749183750625404,0.9499418872085141,-0.31103938037349105,0.029053278296203206,0.004563091478921067
76,1644764633.8105032,55.959129854027864,112.69856210519232,7.749235219814219,0.9498917271473462,-0.31120130152201797,0.028960318117833506,0.0045559414557052895
77,1644764633.8205032,55.95929874496392,112.69862728706295,7.749287565656985,0.949831191648242,-0.3113887870091214,0.02892918559502291,0.004564309134703842
78,1644764633.8305032,55.9594741198075,112.69870039382886,7.749344848759313,0.9498154240674066,-0.311440312787203,0.028889699874269186,0.004580067230557609
79,1644764633.8405032,55.96019199526574,112.69819035875967,7.749175058638273,0.9498619741486984,-0.31129990423976356,0.028861274189845763,0.0046504342582277215
80,1644764633.8505032,55.96241854318086,112.69587775057826,7.748315648630465,0.9500220251535145,-0.31080637736001776,0.028915293051293933,0.004631775395573679
81,1644764633.8605032,55.96262942589863,112.69518372257372,7.748123596126852,0.9499906887599068,-0.3108901403973621,0.0290434092023373,0.004635974017619638
82,1644764633.8705032,55.962200110978095,112.69504633101998,7.748158735990043,0.9499850865650209,-0.3109074101183748,0.029041139334916415,0.004640028412050362
83,1644764633.8805032,55.961771047128614,112.6949135135986,7.748195584257009,0.9499841764487365,-0.31091261371836815,0.02901389695233014,0.0046481083752850936
84,1644764633.8905032,55.96134400469241,112.69478995403398,7.748234581543869,0.9500007253033713,-0.3108650960605078,0.028976622108183688,0.00467646720926492
85,1644764633.9005032,55.960916375730235,112.6946720466014,7.748280211454441,0.9499929808523501,-0.3108909343885666,0.0289446540148246,0.004729719889467264
86,1644764633.9105031,55.96048943695259,112.69456155625791,7.748327726761988,0.9500060915795321,-0.3108523764378952,0.02891502406942908,0.0048111752991525725
87,1644764633.9205031,55.96006280693099,112.69445850297447,7.748378887660147,0.9500129022353228,-0.31083108810653653,0.028908835940500126,0.004878468764989819
88,1644764633.9305031,55.95963493097571,112.69435056568344,7.748430083500583,0.9499864413090235,-0.3109136180478007,0.02888221079362209,0.004929639045251187
89,1644764633.9405031,55.9589714237888,112.69392720744631,7.748852373198449,0.9499773828189725,-0.31093495281167777,0.02893230749735507,0.005034762684950949
90,1644764633.950503,55.95768691789624,112.69258205308444,7.7503766879545575,0.9500179128859926,-0.3107924008285827,0.029120977487428146,0.00510073064619542
91,1644764633.960503,55.95743463018826,112.69224705840713,7.750735175549791,0.9500208216519606,-0.3107831908559605,0.02911801853053581,0.005136896531652215
92,1644764633.970503,55.957495252529355,112.69223750890832,7.750707622539935,0.9500145640994191,-0.3108048171359225,0.029087510258590694,0.005158526054303355
93,1644764633.980503,55.95754868062308,112.69221540103766,7.750679532426702,0.9500180820701427,-0.3107963004600269,0.029061211295458897,0.005171978167901164
94,1644764633.990503,55.95759210157194,112.69217786421426,7.750649582932757,0.9500216581125753,-0.3107870766843236,0.029041049497964516,0.005182617784692496
95,1644764634.000503,55.9576292274093,112.69212676333248,7.750618861165821,0.9500192924620926,-0.3107982226809864,0.029001751606549567,0.00516789434074588
96,1644764634.010503,55.95765972746032,112.69205727745812,7.750585462515918,0.9499983632607715,-0.3108625827657147,0.029013106735643234,0.00507977121834831
97,1644764634.020503,55.957680870628025,112.69196866550847,7.750553789525197,0.9499873470439225,-0.310900192636353,0.02898760509378545,0.0049829134103793644
98,1644764634.030503,55.9576941831383,112.69186858055215,7.750522897127803,0.9499782270181154,-0.3109263127807658,0.029017322586753064,0.004918455242428192
99,1644764634.040503,55.956491143866984,112.68965443943881,7.7508330886182515,0.9500105391946988,-0.3108285878765447,0.0290129341249801,0.004879962205829585
100,1644764634.050503,55.95174902877271,112.68127779679173,7.752147835722846,0.950086758208943,-0.3105899762153637,0.029065951813073684,0.004918230958530135
101,1644764634.060503,55.95100002338992,112.67981742072445,7.752326026113052,0.9500899980679065,-0.310575590049869,0.029121088542501016,0.004874488547625061
102,1644764634.070503,55.95155496433593,112.68061601417728,7.752131564461659,0.9500781197934867,-0.31061344276679115,0.029111375919579442,0.004835623465878054
103,1644764634.080503,55.95210747923741,112.68141768688608,7.751940311110376,0.9500646554574265,-0.31065629360123975,0.029100166043063144,0.004795626420825174
104,1644764634.090503,55.9526638029497,112.6822320168041,7.751753753576728,0.9500650001750717,-0.3106585526873995,0.029070096392519174,0.004763253115371336
105,1644764634.100503,55.95322412479524,112.6830571273321,7.751571087491407,0.9500332746363118,-0.310759484021511,0.0290381914578732,0.004701447792566861
106,1644764634.110503,55.95378659620374,112.68389894109724,7.751391668841699,0.9500100828329008,-0.31084436972456475,0.028895408385607363,0.004655716979390091
107,1644764634.120503,55.95435019173141,112.68476150754393,7.7512132448105096,0.95001795467227,-0.3108313561394038,0.028776175663366373,0.004656775176767191
108,1644764634.130503,55.95491020120528,112.68564219492404,7.751032399755003,0.9500118093988872,-0.3108525585488793,0.028733530662595565,0.004757421773374133
109,1644764634.140503,55.95472843826764,112.68825555226923,7.749760015558044,0.9499958641443925,-0.3108951056104492,0.028788180110159205,0.004830331454640656
110,1644764634.150503,55.95228859844078,112.69587085946198,7.745268154127823,0.9499798177638066,-0.3109206453812771,0.029043406276830292,0.004814423015700945
111,1644764634.160503,55.95186554888862,112.69771213587619,7.744276045744046,0.9499702148321995,-0.3109452233846751,0.029090564170318196,0.004837154346496739
112,1644764634.170503,55.952122041182015,112.69768053481204,7.744435725623446,0.9499699117049263,-0.3109462056259538,0.029085428528635042,0.004864350877798168
113,1644764634.180503,55.9523684649981,112.69764822028154,7.744596555290889,0.9499639999394107,-0.3109643237239578,0.029080459235228496,0.004890304764040313
114,1644764634.190503,55.952604984533934,112.69760815813231,7.744757754449932,0.9499510559068121,-0.31100405788304286,0.029072511902523995,0.004925080049239687
115,1644764634.2005029,55.95283495027574,112.69756301253818,7.744918158561179,0.9499366178530113,-0.31104896651798325,0.029055137889233053,0.0049760880533138725
